sessionId,username,score,total,percent,startAt,endAt,durationMs,clientIP,clientHost
987de598-144c-47d0-8b54-d26903107e79,hoai,2,3,66.67,2025-09-17 11:27:12,2025-09-17 11:27:31,18941,127.0.0.1,127.0.0.1
